,overall_qual,year_built,year_remod/add,mas_vnr_area,neighborhood,total_bsmt_sf,totrms_abvgrd,gr_liv_area,full_bath,garage_area,kitchen_qual,saleprice
1205,7,24,19,123.0,3,791.0,7,2093,2,542.0,3,215000
1206,5,43,43,340.0,3,1073.0,6,1073,1,270.0,3,120000
1207,7,5,4,143.0,5,1494.0,7,1506,2,672.0,4,249000
1208,7,43,43,264.0,3,1334.0,7,1334,2,477.0,3,164500
1209,7,24,24,0.0,5,0.0,5,1295,2,312.0,4,230000
1210,7,81,20,0.0,1,672.0,6,1344,1,456.0,4,140000
1211,5,58,58,0.0,3,732.0,4,732,1,240.0,3,118900
1212,8,2,2,0.0,3,1468.0,6,1468,2,904.0,4,239900
1213,6,35,35,0.0,3,1069.0,4,1069,2,440.0,3,146300
1214,5,35,35,0.0,1,1040.0,6,1040,1,499.0,3,124000
1215,5,47,47,0.0,3,925.0,6,999,1,308.0,3,130000
1216,7,10,9,108.0,3,1349.0,6,1349,2,539.0,3,179000
1217,7,20,20,0.0,3,1424.0,5,1442,2,500.0,3,180500
1218,4,65,60,0.0,1,747.0,4,747,1,220.0,3,80000
1219,8,2,1,194.0,5,1573.0,7,1578,2,840.0,5,287090
1220,5,54,54,0.0,1,0.0,4,882,1,308.0,3,97000
1221,7,8,8,40.0,3,1368.0,5,1511,2,398.0,4,246990
1222,6,46,46,138.0,3,1302.0,6,1128,1,480.0,3,154204
1223,7,52,9,125.0,3,1312.0,6,1312,1,495.0,3,186000
1224,5,38,38,356.0,1,630.0,6,1302,2,264.0,3,111750
1225,9,7,6,1095.0,5,2846.0,10,2696,2,958.0,5,500000
1226,7,3,3,0.0,3,628.0,6,1356,2,484.0,4,177439
1227,9,2,2,154.0,5,1104.0,10,2184,2,836.0,5,335000
1228,7,34,34,660.0,3,803.0,8,1964,2,483.0,3,205000
1229,8,20,20,0.0,5,1312.0,4,1321,1,484.0,4,212000
1230,8,6,5,186.0,3,1594.0,5,1646,2,525.0,4,246000
1231,7,27,27,174.0,3,1260.0,6,1260,2,598.0,3,181900
1232,5,81,9,0.0,1,926.0,6,1316,1,484.0,3,130000
1233,5,100,8,0.0,1,264.0,7,1432,2,360.0,3,132000
1234,7,16,9,0.0,3,779.0,7,1958,2,499.0,4,220000
1235,8,9,9,0.0,3,1753.0,7,1788,2,522.0,5,236500
1236,8,1,1,110.0,5,832.0,8,1935,2,552.0,3,263435
1237,6,72,52,0.0,1,1272.0,9,1969,2,400.0,3,141000
1238,7,7,7,196.0,3,847.0,9,1986,2,434.0,4,213000
1239,7,1,0,0.0,5,1214.0,6,1214,2,520.0,4,179781
1240,8,4,3,176.0,5,1342.0,6,1342,2,550.0,4,234250
1241,8,34,34,0.0,5,1565.0,10,2898,2,665.0,4,287000
1242,8,8,8,0.0,3,870.0,8,2004,2,644.0,4,257500
1243,6,84,60,0.0,1,960.0,5,986,1,180.0,3,102000
1244,7,80,60,0.0,1,637.0,6,1108,1,280.0,4,139400
1245,3,95,60,0.0,1,672.0,6,1214,1,936.0,3,105000
1246,8,40,40,0.0,3,2217.0,8,2217,2,621.0,4,268000
1247,6,44,44,0.0,1,697.0,8,2201,2,432.0,4,274970
1248,7,5,4,16.0,3,1220.0,5,1220,2,397.0,4,180000
1249,7,82,5,0.0,1,689.0,7,1378,2,360.0,4,161000
1250,4,64,4,0.0,1,0.0,6,930,1,308.0,4,84900
1251,5,52,52,0.0,3,988.0,5,988,1,264.0,3,119000
1252,8,5,4,674.0,5,1964.0,7,1964,2,892.0,4,370000
1253,7,5,4,0.0,3,1270.0,6,1270,2,524.0,4,175900
1254,5,31,31,0.0,3,0.0,12,2240,2,528.0,3,142953
1255,8,16,15,0.0,5,1494.0,5,1494,1,478.0,4,279700
1256,5,53,53,0.0,3,1179.0,6,1364,1,331.0,3,132000
1257,9,10,10,204.0,3,1440.0,8,2153,2,736.0,5,313000
1258,4,90,60,0.0,1,637.0,7,1336,1,570.0,3,108000
1259,7,7,6,92.0,1,746.0,7,1656,2,397.0,4,165400
1260,6,15,15,68.0,3,781.0,6,1499,2,473.0,4,187000
1261,8,15,14,506.0,5,1462.0,9,2794,2,810.0,5,403000
1262,6,34,34,298.0,3,848.0,8,2030,2,551.0,4,195000
1263,6,49,49,291.0,3,1218.0,6,1254,1,525.0,3,158500
1264,8,8,8,210.0,3,1065.0,7,1989,2,586.0,4,255000
1265,5,54,54,0.0,3,1898.0,7,1898,2,484.0,3,236500
1266,5,44,44,52.0,3,988.0,5,988,1,360.0,3,129250
1267,7,51,13,0.0,3,1501.0,6,1801,2,484.0,3,289000
1268,5,34,34,0.0,3,0.0,8,1872,2,484.0,3,100000
1269,8,9,9,256.0,3,1531.0,7,2439,2,560.0,4,275000
1270,8,11,10,192.0,3,850.0,7,1764,2,560.0,4,207000
1271,5,45,12,166.0,3,864.0,6,1200,1,884.0,4,146000
1272,6,38,38,380.0,1,494.0,6,1030,1,264.0,3,116000
1273,7,13,12,573.0,3,1057.0,8,2034,2,645.0,4,219500
1274,7,7,7,163.0,5,1405.0,6,1405,2,478.0,4,173000
1275,4,54,54,0.0,1,1134.0,6,1229,1,284.0,3,135000
1276,7,7,7,0.0,3,979.0,7,1932,2,610.0,4,213000
1277,6,56,15,0.0,3,967.0,6,1299,1,494.0,4,150000
1278,7,4,3,72.0,3,1258.0,7,1402,0,648.0,4,194201
1279,7,5,4,16.0,3,1346.0,7,1504,2,457.0,4,181000
1280,6,52,52,243.0,3,1442.0,7,1442,1,301.0,3,157900
1281,7,11,10,0.0,3,951.0,7,1779,2,586.0,4,217000
1282,8,5,4,0.0,5,1082.0,9,1953,2,1043.0,4,252000
1283,7,8,8,0.0,3,872.0,8,1909,2,529.0,4,197000
1284,7,6,5,200.0,3,868.0,7,1630,2,436.0,4,189500
1285,5,92,60,0.0,1,686.0,7,1250,1,280.0,2,116000
1286,6,47,47,451.0,3,1328.0,6,1328,1,528.0,3,143000
1287,5,60,60,0.0,3,876.0,6,988,1,276.0,3,119000
1288,6,56,56,0.0,3,854.0,6,1278,1,240.0,3,127500
1289,6,5,5,0.0,5,858.0,7,1716,2,615.0,4,200825
1290,2,88,55,0.0,1,498.0,3,498,1,216.0,3,35000
1291,7,32,32,168.0,3,1420.0,8,2840,2,1314.0,4,292500
1292,6,40,40,127.0,1,483.0,5,987,1,280.0,3,106000
1293,4,83,60,0.0,3,660.0,4,756,1,440.0,3,85000
1294,8,8,7,270.0,5,1712.0,8,1712,2,701.0,4,286500
1295,6,33,33,0.0,3,1069.0,4,1069,2,440.0,3,127500
1296,7,4,3,0.0,5,1335.0,6,1335,2,575.0,4,210400
1297,8,7,6,472.0,5,1518.0,6,1518,1,588.0,5,274000
1298,8,3,3,0.0,5,920.0,6,1780,2,612.0,4,264966
1299,4,100,60,0.0,1,771.0,6,1484,2,264.0,3,50000
1300,5,95,60,0.0,1,686.0,7,1652,2,416.0,3,139000
1301,7,20,20,272.0,5,1223.0,7,2503,2,564.0,4,300000
1302,8,38,15,0.0,3,1952.0,9,2704,2,538.0,5,345000
1303,8,16,15,519.0,3,1556.0,7,1592,2,484.0,4,228000
1304,7,7,7,0.0,3,384.0,7,1394,2,400.0,4,165500
1305,4,85,60,0.0,1,686.0,8,1328,1,210.0,3,107000
1306,8,9,8,0.0,5,1593.0,5,1593,1,682.0,5,286000
1307,4,90,60,0.0,1,720.0,4,720,1,0.0,3,34900
1308,5,46,46,0.0,3,912.0,5,912,1,288.0,3,115000
1309,8,7,7,40.0,3,1273.0,7,1456,2,400.0,4,215000
1310,7,95,16,0.0,1,672.0,8,1944,2,216.0,3,179900
1311,8,25,25,0.0,5,1488.0,4,1502,1,528.0,4,212000
1312,8,5,5,216.0,3,1074.0,7,2064,2,527.0,4,250000
1313,5,82,60,0.0,1,1042.0,8,1576,1,225.0,3,149000
1314,6,15,14,0.0,3,773.0,8,1658,2,431.0,3,188000
1315,3,80,9,0.0,1,713.0,5,713,1,371.0,4,99800
1316,7,120,12,0.0,1,718.0,8,2554,1,704.0,3,159500
1317,7,6,6,0.0,3,384.0,7,1374,2,400.0,4,184500
1318,8,3,3,270.0,3,1482.0,10,2574,2,868.0,5,276000
1319,6,34,34,0.0,3,804.0,7,1548,2,440.0,4,155000
1320,5,41,10,176.0,3,1188.0,7,1404,2,504.0,3,160000
1321,5,46,46,0.0,3,720.0,7,1440,1,480.0,3,157500
1322,8,16,15,0.0,3,1679.0,6,1803,2,482.0,4,285000
1323,5,110,7,0.0,1,1272.0,9,2200,2,0.0,3,145900
1324,7,14,14,0.0,3,672.0,8,2037,2,472.0,4,229000
1325,4,64,60,0.0,1,0.0,4,896,1,280.0,3,79000
1326,4,85,17,0.0,1,1151.0,6,1281,2,580.0,3,128500
1327,8,12,12,242.0,5,1044.0,7,1976,2,885.0,4,286000
1328,6,13,13,0.0,3,945.0,7,1608,2,470.0,3,189500
1329,5,57,57,140.0,3,0.0,7,1210,1,616.0,3,102900
1330,5,60,13,0.0,1,988.0,7,1612,1,363.0,3,128500
1331,5,57,6,0.0,3,1216.0,7,1728,1,371.0,3,156000
1332,8,5,4,245.0,5,1094.0,9,2482,2,642.0,4,281213
1333,7,50,3,0.0,3,585.0,9,2069,2,505.0,4,242000
1334,6,50,50,30.0,3,1478.0,6,1478,2,498.0,3,157500
1335,7,7,6,190.0,1,796.0,8,1724,2,616.0,4,196500
1336,7,12,12,0.0,3,1425.0,5,1425,2,591.0,3,193000
1337,5,71,58,0.0,1,672.0,7,1322,1,280.0,3,132000
1338,7,110,40,0.0,1,712.0,7,1428,1,576.0,3,139900
1339,6,51,51,220.0,3,1194.0,6,1194,1,312.0,3,148000
1340,8,3,3,246.0,5,895.0,8,1818,2,774.0,5,281500
1341,8,6,6,502.0,5,1706.0,11,2956,2,916.0,5,342000
1342,6,35,35,257.0,3,1128.0,6,1210,2,528.0,3,148000
1343,5,38,38,0.0,3,1001.0,5,1641,2,490.0,3,140000
1344,5,52,19,85.0,3,1008.0,6,1053,1,750.0,5,150000
1345,7,14,13,0.0,5,1064.0,12,2125,2,576.0,4,279500
1346,6,5,5,76.0,1,547.0,5,1072,1,525.0,4,140000
1347,6,32,32,0.0,3,1664.0,10,1664,2,616.0,3,145000
1348,7,11,11,0.0,3,1405.0,5,1337,2,511.0,4,184000
1349,8,32,32,0.0,3,1226.0,4,1226,1,484.0,4,206000
1350,4,38,38,0.0,1,546.0,5,1092,1,253.0,3,85500
1351,6,76,15,0.0,3,715.0,6,1660,1,240.0,3,188700
1352,6,32,24,101.0,3,1427.0,7,1671,2,484.0,3,200000
1353,7,20,19,0.0,3,1054.0,4,1061,1,462.0,4,162000
1354,5,70,13,0.0,3,672.0,4,672,1,240.0,3,108000
1355,5,35,35,161.0,3,1621.0,7,1621,2,478.0,3,213000
1356,8,3,3,328.0,5,1734.0,7,1734,2,928.0,5,318000
1357,5,112,45,0.0,1,849.0,11,2138,2,360.0,3,106000
1358,6,82,60,0.0,1,672.0,8,2009,2,795.0,3,235000
1359,4,51,51,0.0,3,950.0,6,1225,1,0.0,3,128950
1360,6,49,49,491.0,3,1362.0,6,1362,1,504.0,3,163000
1361,5,70,60,0.0,1,756.0,7,1134,1,240.0,3,126000
1362,7,7,7,0.0,1,1362.0,6,2082,2,484.0,4,200000
1363,5,52,52,180.0,3,874.0,7,1524,1,315.0,3,144000
1364,5,49,49,0.0,3,1800.0,10,1800,2,0.0,3,141000
1365,8,12,11,0.0,5,1389.0,9,2582,2,758.0,4,322500
1366,7,12,12,442.0,3,1649.0,6,1661,2,598.0,4,224900
1367,5,87,6,0.0,1,1324.0,6,1576,1,528.0,4,223500
1368,4,54,54,0.0,1,672.0,5,960,1,288.0,3,112000
1369,6,13,12,0.0,3,926.0,7,1604,2,470.0,3,187500
1370,1,88,60,0.0,1,683.0,4,904,0,0.0,2,61000
1371,6,90,10,0.0,1,684.0,7,1196,1,528.0,4,110000
1372,3,75,7,0.0,1,270.0,5,729,1,0.0,3,52000
1373,6,5,4,256.0,5,1362.0,6,1362,2,460.0,4,207000
1374,5,99,60,0.0,3,940.0,7,1964,1,0.0,3,130000
1375,4,43,43,0.0,3,0.0,6,1296,2,516.0,3,90000
1376,5,18,18,0.0,3,624.0,6,1287,1,440.0,3,130000
1377,5,102,19,0.0,1,504.0,5,1252,1,576.0,3,127000
1378,9,4,4,302.0,5,1905.0,8,1905,2,788.0,5,320000
1379,5,90,60,0.0,1,1120.0,5,1130,1,720.0,3,120000
1380,7,6,6,122.0,3,831.0,8,1659,2,484.0,4,181000
1381,4,56,56,0.0,1,894.0,5,894,1,400.0,3,110000
1382,4,90,60,0.0,1,600.0,8,1701,2,0.0,2,94550
1383,4,87,52,0.0,1,440.0,4,869,1,0.0,2,85500
1384,5,33,33,144.0,3,923.0,4,1008,1,678.0,4,153500
1385,3,55,55,0.0,1,0.0,8,1733,2,452.0,3,139600
1386,5,43,43,0.0,3,1568.0,7,1568,1,440.0,3,143000
1387,8,15,14,579.0,5,2033.0,9,3238,2,666.0,4,410000
1388,6,12,12,120.0,3,928.0,7,1772,2,492.0,3,200000
1389,5,43,43,0.0,3,864.0,5,864,1,312.0,3,130000
1390,6,64,60,0.0,1,747.0,6,1639,1,240.0,4,154400
1391,8,34,14,289.0,3,1142.0,11,2715,3,831.0,4,299800
1392,5,76,60,0.0,1,585.0,6,1112,2,226.0,3,63000
1393,5,53,53,0.0,1,1347.0,6,1347,1,551.0,4,143000
1394,5,49,49,56.0,3,964.0,5,964,1,784.0,3,137500
1395,6,33,15,424.0,3,1330.0,11,2872,2,619.0,3,272000
1396,6,18,18,106.0,3,1158.0,6,1167,2,400.0,4,173000
1397,7,31,31,0.0,5,1524.0,7,1524,2,478.0,3,245000
1398,5,30,30,180.0,1,936.0,4,936,1,672.0,3,140000
1399,7,3,3,220.0,3,1264.0,10,2696,2,792.0,5,383970
1400,4,56,42,60.0,1,954.0,6,1482,2,609.0,3,125000
1401,5,38,3,0.0,3,768.0,5,768,1,396.0,3,133000
1402,8,2,1,72.0,5,1468.0,6,1468,2,898.0,4,244600
1403,5,42,42,0.0,3,912.0,5,1044,1,372.0,3,139000
1404,5,57,57,88.0,3,1036.0,5,1036,1,312.0,3,112900
1405,5,100,7,0.0,1,680.0,6,1360,1,330.0,3,111000
1406,6,53,53,387.0,3,1392.0,6,1392,1,458.0,3,166000
1407,7,13,12,500.0,5,975.0,7,1950,2,576.0,4,239000
1408,7,13,12,200.0,3,1344.0,8,1344,2,784.0,3,209200
1409,5,39,39,0.0,3,1484.0,7,1484,2,487.0,3,175000
1410,7,7,6,418.0,5,1760.0,8,1760,2,583.0,4,269500
1411,7,11,10,0.0,3,1037.0,8,2322,2,400.0,3,225000
1412,8,25,25,0.0,5,1742.0,5,1742,2,564.0,4,275000
1413,5,69,60,0.0,3,768.0,6,1376,1,240.0,3,105000
1414,5,44,44,1047.0,3,1024.0,6,1086,1,484.0,3,159950
1415,5,94,23,0.0,1,660.0,8,1656,2,180.0,3,135000
1416,8,3,3,0.0,5,2108.0,7,2122,2,938.0,4,345474
1417,5,84,60,0.0,3,1008.0,7,1522,2,0.0,3,102000
1418,7,39,39,652.0,3,1696.0,7,1696,2,625.0,3,198000
1419,8,3,2,100.0,5,1034.0,8,2078,2,836.0,5,339750
1420,5,74,21,0.0,1,796.0,7,1466,2,566.0,4,170000
1421,5,59,59,0.0,3,876.0,5,876,1,576.0,3,94000
1422,7,4,4,0.0,3,851.0,7,1737,2,578.0,4,203160
1423,7,4,3,0.0,5,1652.0,8,1662,2,711.0,5,291000
1424,6,8,8,0.0,3,1010.0,8,2267,2,390.0,4,200000
1425,5,43,43,0.0,3,1584.0,8,1584,2,506.0,3,119000
1426,1,64,60,0.0,1,0.0,2,334,1,0.0,2,39300
1427,4,88,60,0.0,1,796.0,5,796,1,0.0,3,55000
1428,7,8,8,0.0,5,952.0,7,1812,2,469.0,3,205000
1429,6,38,38,504.0,1,525.0,6,1092,1,264.0,3,108000
1430,5,43,43,0.0,3,1632.0,8,1632,2,576.0,3,143000
1431,7,90,40,0.0,3,824.0,12,3082,2,672.0,3,197000
1432,7,3,3,0.0,5,813.0,7,1665,2,562.0,4,205950
1433,6,42,42,365.0,3,702.0,7,1743,1,539.0,3,175000
1434,8,7,6,0.0,5,1054.0,8,2048,2,552.0,4,301000
1435,7,3,2,166.0,5,1314.0,6,1314,2,626.0,4,230000
1436,7,7,7,163.0,5,1405.0,6,1405,2,478.0,4,171750
1437,7,90,4,0.0,1,931.0,5,1027,1,0.0,4,120000
1438,5,80,26,0.0,1,741.0,7,1324,1,180.0,4,110000
1439,6,60,23,0.0,1,663.0,6,1074,1,467.0,4,144500
1440,5,40,20,0.0,3,925.0,7,1422,1,576.0,3,155000
1441,6,87,60,0.0,1,1200.0,7,1200,1,312.0,3,125000
1442,7,100,2,0.0,1,560.0,5,1690,2,624.0,4,156500
1443,6,33,15,46.0,3,506.0,6,1212,1,492.0,3,151000
1444,6,53,53,143.0,3,1105.0,5,1105,1,308.0,3,135000
1445,4,38,38,0.0,1,546.0,5,1092,1,253.0,3,79400
1446,6,5,5,240.0,5,1358.0,6,1358,2,484.0,4,213000
1447,8,8,8,0.0,5,967.0,9,1908,2,431.0,4,202900
1448,6,12,12,0.0,3,794.0,7,1796,2,546.0,3,211000
1449,5,49,49,0.0,3,1800.0,10,1800,2,0.0,3,130000
1450,6,85,20,0.0,3,976.0,7,1608,2,216.0,4,137450
1451,4,34,17,0.0,3,1281.0,8,1620,2,490.0,3,150000
1452,5,69,60,0.0,1,616.0,5,1111,1,200.0,3,95000
1453,7,11,11,360.0,5,744.0,6,1501,2,440.0,3,179400
1454,5,3,3,0.0,5,725.0,8,1588,3,561.0,4,212109
1455,5,49,49,203.0,3,1235.0,6,1235,1,480.0,3,98600
1456,5,62,5,0.0,1,409.0,6,1325,2,576.0,4,216000
1457,8,10,10,322.0,5,1160.0,7,2234,2,768.0,4,300000
1458,7,14,13,0.0,5,1306.0,7,2260,2,533.0,4,328000
1459,5,39,5,82.0,3,372.0,5,1109,1,288.0,3,139000
1460,5,47,47,0.0,5,1000.0,4,1000,1,575.0,3,164000
1461,6,30,30,0.0,3,516.0,5,1045,1,462.0,3,123900
1462,5,52,2,0.0,1,858.0,4,858,1,0.0,3,116500
1463,6,13,12,0.0,3,1405.0,5,1337,2,522.0,4,177000
1464,4,52,52,0.0,1,808.0,5,1315,2,436.0,3,99500
1465,6,4,4,0.0,3,1326.0,6,1326,2,427.0,4,174190
1466,7,5,5,0.0,5,600.0,4,1200,2,480.0,4,151000
1467,6,7,7,170.0,3,848.0,4,848,1,420.0,4,143750
1468,5,38,38,0.0,3,796.0,4,796,1,336.0,3,131900
1469,5,33,33,0.0,3,716.0,6,1432,1,531.0,3,157000
1470,5,90,13,0.0,1,672.0,6,1344,1,468.0,3,147000
1471,7,6,5,0.0,3,716.0,6,1432,2,432.0,4,188500
1472,7,5,5,240.0,5,1364.0,6,1364,2,484.0,4,185850
1473,5,45,45,0.0,3,984.0,5,984,1,310.0,3,126000
1474,5,51,51,0.0,3,864.0,5,864,1,308.0,3,118000
1475,9,4,4,165.0,5,1612.0,6,1612,2,556.0,5,319900
1476,6,26,26,0.0,3,1003.0,6,1003,1,588.0,3,142500
1477,5,60,60,0.0,3,1200.0,6,1200,1,246.0,3,129900
1478,7,5,4,94.0,5,1368.0,6,1368,2,474.0,4,202500
1479,5,60,60,0.0,3,0.0,7,1640,1,394.0,3,131000
1480,6,13,12,0.0,3,1838.0,8,1838,2,721.0,3,185000
1481,6,32,32,0.0,3,855.0,6,1456,2,440.0,3,138000
1482,6,100,17,0.0,1,684.0,7,1368,1,216.0,3,114504
1483,6,65,60,0.0,1,735.0,7,1487,1,220.0,3,113000
1484,4,88,3,0.0,1,796.0,7,1154,1,240.0,4,125500
1485,5,46,9,50.0,3,980.0,5,1020,2,528.0,3,165000
1486,5,110,60,0.0,1,540.0,6,1440,1,352.0,3,79000
1487,6,5,5,216.0,5,600.0,4,1236,2,480.0,4,152000
1488,6,63,60,0.0,1,1004.0,7,1664,2,420.0,3,159000
1489,4,50,50,0.0,3,1100.0,6,1100,1,312.0,3,141000
1490,6,46,46,112.0,3,1008.0,7,1488,1,430.0,3,167000
1491,5,68,60,300.0,1,835.0,7,1453,1,240.0,4,132000
1492,7,20,19,0.0,3,910.0,6,1442,2,719.0,4,179900
1493,5,43,43,31.0,3,882.0,5,900,1,280.0,3,122000
1494,6,47,47,0.0,3,1045.0,6,1045,1,264.0,3,127000
1495,6,8,8,0.0,3,1487.0,4,1419,2,543.0,4,190000
1496,5,46,30,30.0,3,1420.0,6,1452,1,572.0,3,158450
1497,5,47,11,0.0,3,520.0,6,1464,2,480.0,3,175000
1498,9,4,3,160.0,3,1746.0,7,1746,2,758.0,5,377500
1499,5,80,60,0.0,1,928.0,7,1536,2,480.0,3,138400
1500,7,5,5,0.0,3,1734.0,7,1734,2,660.0,4,260000
1501,8,4,3,304.0,5,1976.0,7,1976,2,908.0,4,440000
1502,7,9,9,0.0,3,1212.0,6,1212,2,573.0,4,178000
1503,5,42,42,168.0,3,1052.0,5,1052,1,288.0,3,138500
1504,5,48,48,0.0,3,1057.0,6,1057,1,576.0,3,132000
1505,6,57,57,0.0,1,1000.0,7,1609,1,305.0,3,149900
1506,7,65,60,0.0,1,672.0,8,1668,1,252.0,4,108000
1507,5,35,35,0.0,3,924.0,5,924,1,280.0,3,110000
1508,6,30,30,0.0,3,561.0,5,1229,1,462.0,3,124000
1509,4,54,54,0.0,1,882.0,4,882,1,0.0,3,103200
1510,7,4,3,0.0,5,1352.0,5,1352,2,466.0,4,194000
1511,5,42,42,0.0,3,948.0,6,948,1,300.0,3,108000
1512,5,49,49,0.0,3,864.0,5,864,1,440.0,3,122000
1513,7,30,29,0.0,5,430.0,7,1700,2,450.0,4,148400
1514,5,52,52,0.0,1,1276.0,5,1276,1,350.0,3,60000
1515,7,16,16,251.0,3,1602.0,7,1626,2,534.0,4,226500
1516,2,61,60,0.0,1,480.0,4,480,0,308.0,3,35311
1517,6,35,35,355.0,1,976.0,4,1012,2,0.0,3,127500
1518,5,26,26,0.0,3,864.0,6,889,1,484.0,3,137500
1519,6,33,33,0.0,1,1029.0,6,1117,1,542.0,3,147000
1520,8,6,5,132.0,5,1117.0,9,2452,3,691.0,4,309000
1521,7,39,1,0.0,3,1803.0,7,2365,2,551.0,5,315000
1522,5,45,2,300.0,3,912.0,5,912,1,576.0,4,147000
1523,8,4,4,0.0,3,1520.0,7,1567,2,648.0,5,264561
1524,5,55,55,0.0,3,384.0,6,1360,1,572.0,3,130000
1525,6,10,10,456.0,5,756.0,5,1525,2,440.0,4,177000
1526,5,80,60,0.0,1,780.0,7,1200,1,0.0,3,119000
1527,7,6,6,0.0,3,1073.0,4,1073,2,246.0,3,157000
1528,5,42,42,188.0,3,1051.0,7,1159,1,336.0,3,158000
1529,4,55,55,0.0,3,1190.0,7,1540,1,352.0,2,115000
1530,5,33,33,0.0,3,894.0,5,894,1,308.0,3,120750
1531,7,10,10,0.0,5,814.0,7,1674,2,663.0,4,216000
1532,4,40,40,80.0,1,546.0,6,1092,1,286.0,3,75000
1533,6,36,36,144.0,5,1430.0,6,1430,2,484.0,3,192000
1534,6,32,32,200.0,3,960.0,6,1040,1,616.0,3,160500
1535,7,4,3,306.0,3,1494.0,7,1494,2,840.0,4,279500
1536,5,47,47,0.0,3,981.0,6,1075,1,440.0,4,148000
1537,5,43,5,0.0,3,992.0,6,992,1,294.0,4,145000
1538,8,17,17,0.0,5,1338.0,10,2520,2,796.0,4,310000
1539,6,47,47,379.0,3,1083.0,6,1146,1,294.0,3,165000
1540,8,16,5,528.0,5,1629.0,8,2448,2,711.0,4,402000
1541,7,5,5,0.0,5,1026.0,9,1958,2,936.0,4,250000
1542,4,40,40,0.0,1,630.0,3,630,1,0.0,3,73000
1543,5,36,36,0.0,3,896.0,8,1792,2,0.0,3,136000
1544,9,5,5,278.0,5,1560.0,6,1565,2,556.0,5,282500
1545,8,5,4,226.0,5,1595.0,6,1595,2,880.0,4,221500
1546,4,15,14,0.0,3,1680.0,7,1680,2,628.0,4,170000
1547,6,43,43,0.0,3,1040.0,6,1040,1,480.0,3,163000
1548,8,15,15,513.0,5,1318.0,9,2531,2,752.0,4,290000
1549,8,14,13,526.0,5,1325.0,8,2538,2,933.0,4,330000
1550,6,37,37,504.0,1,483.0,5,987,1,264.0,3,111000
1551,6,11,11,148.0,3,840.0,7,1755,2,530.0,3,214000
1552,5,57,57,84.0,3,1152.0,6,1152,1,636.0,3,137500
1553,7,7,7,0.0,5,926.0,7,1884,2,581.0,5,240900
1554,7,18,18,0.0,5,750.0,8,1923,2,564.0,4,190000
1555,7,8,8,0.0,3,1569.0,6,1611,2,1231.0,4,250000
1556,5,34,6,0.0,5,1437.0,6,1437,2,528.0,4,218000
1557,7,17,17,194.0,3,1148.0,8,2075,2,473.0,4,255000
1558,7,4,4,27.0,3,1670.0,7,1670,2,690.0,4,240000
1559,8,4,3,0.0,3,2140.0,8,2140,2,894.0,4,360000
1560,5,45,11,0.0,3,1219.0,6,1265,2,502.0,4,179900
1561,5,64,16,0.0,5,1598.0,12,3086,3,0.0,5,200500
1562,3,100,60,0.0,1,600.0,6,968,1,0.0,3,37900
1563,8,9,9,86.0,5,1267.0,5,1312,2,471.0,4,180500
1564,7,10,10,23.0,3,1168.0,8,2787,4,820.0,3,269500
1565,7,7,7,0.0,3,847.0,7,1733,2,433.0,4,225000
1566,6,70,60,0.0,1,720.0,6,1215,1,720.0,4,141000
1567,9,2,2,284.0,5,1739.0,8,1743,2,927.0,5,335000
1568,5,33,6,0.0,3,1026.0,5,1026,1,308.0,3,150000
1569,9,29,23,0.0,5,1842.0,5,1842,0,894.0,4,385000
1570,7,45,20,176.0,3,768.0,7,1986,2,486.0,3,205000
1571,7,4,4,24.0,3,1187.0,6,1208,2,632.0,4,206000
1572,7,6,6,106.0,3,1422.0,7,1422,2,626.0,4,179600
1573,4,59,59,0.0,1,836.0,6,1220,1,396.0,3,102000
1574,5,33,33,0.0,3,1126.0,6,1126,2,540.0,5,175000
1575,5,54,9,0.0,3,1015.0,6,1384,1,896.0,3,159000
1576,6,34,34,84.0,1,1127.0,6,1127,1,480.0,3,135000
1577,6,56,38,0.0,1,994.0,7,1855,2,325.0,3,136900
1578,5,49,16,0.0,3,912.0,6,1236,1,288.0,3,135000
1579,8,11,11,673.0,5,1252.0,8,2365,2,856.0,4,337000
1580,6,42,26,220.0,3,1054.0,9,2654,2,619.0,4,250000
1581,8,14,14,402.0,3,1236.0,9,2340,2,787.0,4,306000
1582,5,23,22,0.0,1,1200.0,5,1200,3,0.0,3,179000
1583,7,3,3,0.0,5,689.0,5,1392,2,540.0,4,146000
1584,6,95,60,0.0,1,1138.0,7,2180,1,720.0,3,161000
1585,6,33,9,28.0,3,1610.0,6,1610,2,480.0,4,205000
1586,7,24,24,340.0,5,1277.0,6,1501,2,512.0,4,241500
1587,4,49,49,192.0,3,1029.0,5,1029,1,261.0,3,118500
1588,5,52,52,120.0,5,1062.0,6,1352,1,288.0,4,130000
1589,5,70,60,279.0,1,808.0,5,1072,1,379.0,3,130000
1590,10,4,4,734.0,5,1850.0,11,2698,2,736.0,5,535000
1591,5,48,48,60.0,3,912.0,6,912,1,252.0,3,123000
1592,4,55,55,0.0,1,0.0,6,1152,2,0.0,3,82000
1593,7,90,45,0.0,1,624.0,7,1450,1,288.0,3,132000
1594,5,89,42,0.0,1,1073.0,4,1073,1,326.0,3,108480
1595,5,43,43,450.0,3,1176.0,7,1458,1,512.0,3,165000
1596,7,4,4,170.0,3,1461.0,7,1486,2,566.0,4,181000
1597,5,49,49,0.0,3,552.0,8,1774,2,384.0,3,165000
